N,set_cardinality,add_ds_card,mult_ds_card,count
46,15,53,75,426
46,15,53,76,848
46,15,53,77,774
46,15,53,78,1118
46,15,53,79,1871
46,15,53,80,2831
46,15,53,81,4448
46,15,53,82,6428
46,15,53,83,12001
46,15,53,84,18159
46,15,53,85,19804
46,15,53,86,36327
46,15,53,87,40705
46,15,53,88,61805
46,15,53,89,103991
46,15,53,90,125087
46,15,53,91,181227
46,15,53,92,305633
46,15,53,93,357133
46,15,53,94,430404
46,15,53,95,711050
46,15,53,96,916340
46,15,53,97,1318448
46,15,53,98,1705346
46,15,53,99,2326600
46,15,53,100,3083119
46,15,53,101,3913232
46,15,53,102,5180468
46,15,53,103,7599723
46,15,53,104,9103039
46,15,53,105,12691658
46,15,53,106,14344842
46,15,53,107,20531454
46,15,53,108,26555877
46,15,53,109,32294318
46,15,53,110,44061943
46,15,53,111,48367373
46,15,53,112,63962166
46,15,53,113,84405890
46,15,53,114,95110772
46,15,53,115,102610364
46,15,53,116,137391171
46,15,53,117,132269310
46,15,53,118,126368266
46,15,53,119,108322477
46,15,53,120,34020164
46,15,54,61,2
46,15,54,62,2
46,15,54,63,2
46,15,54,64,3
46,15,54,65,5
46,15,54,66,6
46,15,54,67,4
46,15,54,68,7
46,15,54,69,2
46,15,54,70,17
46,15,54,71,19
46,15,54,72,115
46,15,54,73,224
46,15,54,74,408
46,15,54,75,467
46,15,54,76,1030
46,15,54,77,1039
46,15,54,78,1554
46,15,54,79,2370
46,15,54,80,3724
46,15,54,81,5772
46,15,54,82,8423
46,15,54,83,15153
46,15,54,84,23621
46,15,54,85,25847
46,15,54,86,47240
46,15,54,87,54366
46,15,54,88,82191
46,15,54,89,138116
46,15,54,90,169246
46,15,54,91,245640
46,15,54,92,413716
46,15,54,93,486420
46,15,54,94,592652
46,15,54,95,974180
46,15,54,96,1267347
46,15,54,97,1830360
46,15,54,98,2371999
46,15,54,99,3270768
46,15,54,100,4318769
46,15,54,101,5521088
46,15,54,102,7368303
46,15,54,103,10835548
46,15,54,104,13012993
46,15,54,105,18266830
46,15,54,106,20595104
46,15,54,107,29653127
46,15,54,108,38486911
46,15,54,109,47275867
46,15,54,110,64401187
46,15,54,111,70601873
46,15,54,112,93910242
46,15,54,113,124591290
46,15,54,114,140809609
46,15,54,115,151360358
46,15,54,116,203721474
46,15,54,117,197456703
46,15,54,118,188219389
46,15,54,119,162583566
46,15,54,120,51269473
46,15,55,62,1
46,15,55,63,2
46,15,55,64,3
46,15,55,65,5
46,15,55,66,8
46,15,55,67,8
46,15,55,68,7
46,15,55,69,8
46,15,55,70,14
46,15,55,71,38
46,15,55,72,125
46,15,55,73,233
46,15,55,74,455
46,15,55,75,578
46,15,55,76,1176
46,15,55,77,1224
46,15,55,78,1877
46,15,55,79,2994
46,15,55,80,4536
46,15,55,81,7209
46,15,55,82,10626
46,15,55,83,19383
46,15,55,84,30293
46,15,55,85,33522
46,15,55,86,61297
46,15,55,87,70414
46,15,55,88,108147
46,15,55,89,179930
46,15,55,90,222324
46,15,55,91,325890
